alcohol_*C1_electrostatic_charge,alcohol_*C1_exposed_area,alcohol_electronegativity,alcohol_primary,alcohol_secondary,alcohol_tertiary,alcohol_cyclic ,alcohol_4-membered_ring,alcohol_5-membered_ring,alcohol_6-membered_ring,alcohol_7-membered_ring,alcohol_benzylic,alcohol_allylic,alcohol_homobenzylic,alcohol_homoallylic,alcohol_alpha-carbonyl,alcohol_beta_carbonyl,alcohol_hemiacetal,alcohol_alpha amino,base_*N1_exposed_area,sulfonyl_fluoride_*S1_electrostatic_charge,sulfonyl_fluoride_*F1_electrostatic_charge,sulfonyl_fluoride_*O1_electrostatic_charge
0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.973,-0.204,-0.43

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.926,-0.162,-0.384

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.973,-0.21,-0.439

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.849,-0.198,-0.401

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.978,-0.208,-0.436

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.973,-0.204,-0.43

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.926,-0.162,-0.384

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.973,-0.21,-0.439

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.849,-0.198,-0.401

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.978,-0.208,-0.436

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.973,-0.204,-0.43

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.926,-0.162,-0.384

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.973,-0.21,-0.439

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.849,-0.198,-0.401

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.978,-0.208,-0.436

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.973,-0.204,-0.43

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.926,-0.162,-0.384

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.973,-0.21,-0.439

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.849,-0.198,-0.401

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.978,-0.208,-0.436

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.973,-0.204,-0.43

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.926,-0.162,-0.384

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.973,-0.21,-0.439

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.849,-0.198,-0.401

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.978,-0.208,-0.436

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.973,-0.204,-0.43

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.926,-0.162,-0.384

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.973,-0.21,-0.439

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.849,-0.198,-0.401

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.978,-0.208,-0.436

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.973,-0.204,-0.43

-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.118,14.217,0.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.397,0.973,-0.21,-0.439

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.397,0.849,-0.198,-0.401

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.397,0.978,-0.208,-0.436

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.397,0.973,-0.204,-0.43

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.397,0.926,-0.162,-0.384

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6.069,0.973,-0.21,-0.439

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6.069,0.849,-0.198,-0.401

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6.069,0.978,-0.208,-0.436

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6.069,0.973,-0.204,-0.43

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6.069,0.926,-0.162,-0.384

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.727,0.973,-0.21,-0.439

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.727,0.849,-0.198,-0.401

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.727,0.978,-0.208,-0.436

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.727,0.973,-0.204,-0.43

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.727,0.926,-0.162,-0.384

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5.305,0.973,-0.21,-0.439

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5.305,0.849,-0.198,-0.401

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5.305,0.978,-0.208,-0.436

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5.305,0.973,-0.204,-0.43

0.256,6.332,0.13,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5.305,0.926,-0.162,-0.384

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7.397,0.973,-0.21,-0.439

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7.397,0.849,-0.198,-0.401

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7.397,0.978,-0.208,-0.436

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7.397,0.973,-0.204,-0.43

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7.397,0.926,-0.162,-0.384

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6.069,0.973,-0.21,-0.439

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6.069,0.849,-0.198,-0.401

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6.069,0.978,-0.208,-0.436

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6.069,0.973,-0.204,-0.43

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6.069,0.926,-0.162,-0.384

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.727,0.973,-0.21,-0.439

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.727,0.849,-0.198,-0.401

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.727,0.978,-0.208,-0.436

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.727,0.973,-0.204,-0.43

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.727,0.926,-0.162,-0.384

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.305,0.973,-0.21,-0.439

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.305,0.849,-0.198,-0.401

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.305,0.978,-0.208,-0.436

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.305,0.973,-0.204,-0.43

0.196,7.559,0.14,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.305,0.926,-0.162,-0.384

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.397,0.973,-0.21,-0.439

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.397,0.849,-0.198,-0.401

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.397,0.978,-0.208,-0.436

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.397,0.973,-0.204,-0.43

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.397,0.926,-0.162,-0.384

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.069,0.973,-0.21,-0.439

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.069,0.849,-0.198,-0.401

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.069,0.978,-0.208,-0.436

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.069,0.973,-0.204,-0.43

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.069,0.926,-0.162,-0.384

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.727,0.973,-0.21,-0.439

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.727,0.849,-0.198,-0.401

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.727,0.978,-0.208,-0.436

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.727,0.973,-0.204,-0.43

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.727,0.926,-0.162,-0.384

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.305,0.973,-0.21,-0.439

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.305,0.849,-0.198,-0.401

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.305,0.978,-0.208,-0.436

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.305,0.973,-0.204,-0.43

0.087,12.434,0.14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.305,0.926,-0.162,-0.384

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.397,0.973,-0.21,-0.439

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.397,0.849,-0.198,-0.401

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.397,0.978,-0.208,-0.436

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.397,0.973,-0.204,-0.43

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.397,0.926,-0.162,-0.384

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.069,0.973,-0.21,-0.439

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.069,0.849,-0.198,-0.401

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.069,0.978,-0.208,-0.436

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.069,0.973,-0.204,-0.43

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.069,0.926,-0.162,-0.384

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.727,0.973,-0.21,-0.439

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.727,0.849,-0.198,-0.401

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.727,0.978,-0.208,-0.436

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.727,0.973,-0.204,-0.43

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.727,0.926,-0.162,-0.384

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.305,0.973,-0.21,-0.439

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.305,0.849,-0.198,-0.401

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.305,0.978,-0.208,-0.436

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.305,0.973,-0.204,-0.43

-0.054,9.547,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.305,0.926,-0.162,-0.384

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.397,0.973,-0.21,-0.439

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.397,0.849,-0.198,-0.401

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.397,0.978,-0.208,-0.436

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.397,0.973,-0.204,-0.43

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.397,0.926,-0.162,-0.384

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.069,0.973,-0.21,-0.439

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.069,0.849,-0.198,-0.401

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.069,0.978,-0.208,-0.436

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.069,0.973,-0.204,-0.43

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.069,0.926,-0.162,-0.384

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.727,0.973,-0.21,-0.439

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.727,0.849,-0.198,-0.401

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.727,0.978,-0.208,-0.436

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.727,0.973,-0.204,-0.43

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.727,0.926,-0.162,-0.384

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.305,0.973,-0.21,-0.439

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.305,0.849,-0.198,-0.401

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.305,0.978,-0.208,-0.436

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.305,0.973,-0.204,-0.43

0.2,8.443,0.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.305,0.926,-0.162,-0.384
